0.000000,-0.001280
0.000000,-0.001280
0.000000,-0.001466
0.000000,-0.001770
0.000000,-0.002079
0.000000,-0.002383
0.000000,-0.002570
0.000000,-0.002383
0.000000,-0.002266
0.300000,-0.002074
0.300000,-0.001775
0.300000,0.103689
0.300000,0.272033
0.300000,0.425806
0.300000,0.575218
0.300000,0.661830
0.300000,0.629330
0.300000,0.607477
0.300000,0.602201
0.300000,0.595303
0.300000,0.608294
0.300000,0.633322
0.300000,0.640880
0.300000,0.651792
0.300000,0.664963
0.300000,0.675913
0.300000,0.703653
0.300000,0.724463
0.300000,0.729541
0.300000,0.733598
0.300000,0.736339
0.300000,0.721238
0.300000,0.718065
0.300000,0.713042
0.300000,0.705871
0.300000,0.698455
0.300000,0.686929
0.300000,0.653899
0.300000,0.629216
0.300000,0.599813
0.300000,0.588210
0.300000,0.596829
0.300000,0.607334
0.300000,0.616490
0.300000,0.630880
0.300000,0.635039
0.300000,0.650746
0.300000,0.675874
0.300000,0.696920
0.300000,0.715088
0.300000,0.724730
0.300000,0.721199
0.300000,0.717910
0.300000,0.709840
0.300000,0.705018
0.300000,0.691508
0.300000,0.657559
0.300000,0.627864
0.300000,0.607394
0.300000,0.584616
0.300000,0.577506
0.300000,0.586064
0.300000,0.586941
0.300000,0.590707
0.300000,0.610518
0.300000,0.627158
0.300000,0.637073
0.300000,0.656742
0.300000,0.673264
0.300000,0.684411
0.300000,0.693097
0.300000,0.696239
0.300000,0.696290
0.300000,0.693091
0.300000,0.697458
0.300000,0.698924
0.300000,0.685083
0.300000,0.654292
0.300000,0.628897
0.300000,0.602543
0.300000,0.573116
0.300000,0.558996
0.300000,0.564111
0.300000,0.562829
0.300000,0.574679
0.300000,0.595729
0.300000,0.603950
0.300000,0.611116
0.300000,0.631101
0.300000,0.651670
0.300000,0.674459
0.300000,0.689166
0.300000,0.691415
0.300000,0.689410
0.300000,0.686028
0.300000,0.687568
0.300000,0.690127
0.300000,0.691244
0.300000,0.692375
0.300000,0.682709
0.300000,0.661980
0.300000,0.626859
0.300000,0.589484
0.300000,0.564766
0.300000,0.541933
0.300000,0.533478
0.300000,0.548251
0.300000,0.553868
0.300000,0.567578
0.300000,0.587332
0.300000,0.591165
0.300000,0.594789
0.300000,0.619145
0.300000,0.643617
0.300000,0.664667
0.300000,0.690661
0.300000,0.696657
0.300000,0.689633
0.300000,0.693606
0.300000,0.701502
0.300000,0.703962
0.300000,0.716041
0.300000,0.720011
0.300000,0.713249
0.300000,0.701339
0.300000,0.675714
0.300000,0.643964
0.300000,0.615639
0.300000,0.587683
0.300000,0.559134
0.300000,0.547155
0.300000,0.540823
0.300000,0.542686
0.300000,0.565488
0.300000,0.590417
0.300000,0.600439
0.300000,0.614230
0.300000,0.634206
0.300000,0.653008
0.300000,0.681069
0.300000,0.693409
0.300000,0.687186
0.300000,0.684937
0.300000,0.690567
0.300000,0.700923
0.300000,0.718520
0.300000,0.723134
0.300000,0.704045
0.300000,0.671333
0.300000,0.622603
0.300000,0.583998
0.300000,0.558135
0.300000,0.547742
0.300000,0.551698
0.300000,0.569341
0.300000,0.575937
0.300000,0.584609
0.300000,0.594285
0.300000,0.594046
0.300000,0.599387
0.300000,0.619833
0.300000,0.641274
0.300000,0.672312
0.300000,0.693265
0.300000,0.695965
0.300000,0.696826
0.300000,0.696965
0.300000,0.703275
0.300000,0.702697
0.300000,0.701039
0.300000,0.698550
0.300000,0.678808
0.300000,0.641104
0.300000,0.604567
0.300000,0.563930
0.300000,0.532718
0.300000,0.505924
0.300000,0.498587
0.300000,0.499787
0.300000,0.507649
0.300000,0.532286
0.300000,0.572475
0.300000,0.601112
0.300000,0.623508
0.300000,0.643462
0.300000,0.664190
0.300000,0.674818
0.300000,0.676032
0.300000,0.679842
0.300000,0.683632
0.300000,0.687398
0.300000,0.705412
0.300000,0.713487
0.300000,0.709094
0.300000,0.701702
0.300000,0.692576
0.300000,0.674739
0.300000,0.649749
0.300000,0.610203
0.300000,0.572047
0.300000,0.542138
0.300000,0.523500
0.300000,0.521985
0.300000,0.527451
0.300000,0.538858
0.300000,0.572745
0.300000,0.597307
0.300000,0.606400
0.300000,0.617778
0.300000,0.627265
0.300000,0.638188
0.300000,0.670130
0.300000,0.684346
0.300000,0.677341
